seats,is_trial,tenure_days,total_subscriptions,active_subscriptions,churned_subscriptions,total_mrr,avg_mrr,max_mrr,total_arr,num_upgrades,num_downgrades,num_trials,has_auto_renew,pct_annual_billing,subscription_duration_avg,sub_churn_ratio,ever_upgraded,ever_downgraded,net_plan_movement,total_usage_events,total_usage_count,avg_usage_count,total_usage_duration_secs,avg_usage_duration_secs,total_error_count,avg_error_count,unique_features_used,beta_feature_usage_count,usage_days,days_since_last_usage,error_rate,feature_breadth_ratio,usage_density,total_tickets,avg_resolution_hours,max_resolution_hours,avg_first_response_mins,avg_satisfaction_score,min_satisfaction_score,num_escalated,num_urgent_tickets,num_high_tickets,pct_urgent,escalation_rate,has_low_satisfaction,critical_ticket_count,churn_event_count,total_refund_usd,avg_refund_usd,had_preceding_upgrade,had_preceding_downgrade,is_reactivation,days_since_last_churn,plan_tier_encoded,latest_plan_tier_encoded,tenure_bucket_encoded,seats_bucket_encoded,recency_bucket_encoded,industry_Cybersecurity,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,country_AU,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,referral_source_ads,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner,main_churn_reason_budget,main_churn_reason_competitor,main_churn_reason_features,main_churn_reason_none,main_churn_reason_pricing,main_churn_reason_support,main_churn_reason_unknown,target
6,1,62,12,10,2,20475,1706.25,10746,245700,0,0,3,1,0.6666666666666666,25.5,0.16666666666666666,0,0,0,48,489,10.1875,131835,2746.5625,21,0.4375,28,3,47,25,0.4375,0.7,1.0212765957446808,4.0,42.25,59.0,83.0,3.6666666666666665,3.0,0.0,2.0,0.0,0.5,0.0,0.0,2.0,1.0,0.0,0.0,False,False,False,15.0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
13,1,477,13,13,0,23676,1821.2307692307693,6368,284112,2,1,2,1,0.46153846153846156,284.0,0.0,1,1,1,52,523,10.057692307692308,177958,3422.269230769231,24,0.46153846153846156,27,5,48,11,0.46153846153846156,0.675,1.0833333333333333,5.0,27.4,60.0,46.6,4.0,4.0,0.0,2.0,0.0,0.4,0.0,0.0,2.0,3.0,113.17,37.723333333333336,True,False,False,124.0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
47,0,299,12,12,0,19088,1590.6666666666667,9353,229056,1,1,5,1,0.5833333333333334,140.91666666666666,0.0,1,1,0,73,696,9.534246575342467,236693,3242.3698630136987,60,0.821917808219178,34,5,72,24,0.821917808219178,0.85,1.0138888888888888,2.0,42.0,60.0,38.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,True,False,True,188.0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
13,0,278,16,15,1,31989,1999.3125,7164,383868,2,1,3,1,0.5625,127.375,0.0625,1,1,1,77,746,9.688311688311689,204124,2650.961038961039,63,0.8181818181818182,33,7,73,29,0.8181818181818182,0.825,1.0547945205479452,3.0,47.333333333333336,69.0,87.66666666666667,5.0,5.0,0.0,2.0,0.0,0.6666666666666666,0.0,0.0,2.0,1.0,0.0,0.0,False,False,False,244.0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
22,0,636,11,11,0,26410,2400.909090909091,4577,316920,1,0,0,1,0.2727272727272727,214.1818181818182,0.0,1,0,1,53,514,9.69811320754717,169854,3204.7924528301887,34,0.6415094339622641,32,5,51,5,0.6415094339622641,0.8,1.0392156862745099,6.0,23.333333333333332,36.0,100.5,4.0,3.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,2.0,1.0,0.0,0.0,False,False,False,133.0,1,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
26,0,513,8,7,1,25790,3223.75,8159,309480,1,2,0,1,0.25,266.5,0.125,1,1,-1,39,375,9.615384615384615,127687,3274.025641025641,30,0.7692307692307693,24,4,39,9,0.7692307692307693,0.6,1.0,3.0,50.333333333333336,65.0,93.66666666666667,4.0,4.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,2.0,2.0,0.0,0.0,True,False,False,209.0,1,2,3,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20,0,729,8,7,1,4498,562.25,980,53976,1,0,2,1,0.625,403.625,0.125,1,0,1,41,418,10.195121951219512,115325,2812.8048780487807,22,0.5365853658536586,26,6,38,18,0.5365853658536586,0.65,1.0789473684210527,2.0,34.5,40.0,61.5,3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.58,2.526666666666667,True,False,True,166.0,1,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
36,0,298,16,14,2,48060,3003.75,7164,576720,2,0,1,1,0.5,170.5625,0.125,1,0,2,81,818,10.098765432098766,271358,3350.098765432099,27,0.3333333333333333,37,10,76,3,0.3333333333333333,0.925,1.0657894736842106,3.0,48.333333333333336,68.0,43.0,3.5,3.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,0.0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,537,8,7,1,9332,1166.5,3781,111984,1,0,1,1,0.625,224.75,0.125,1,0,1,38,399,10.5,110456,2906.7368421052633,12,0.3157894736842105,27,3,35,19,0.3157894736842105,0.675,1.0857142857142856,3.0,42.666666666666664,51.0,75.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,530.0,2,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0,176,17,15,2,25928,1525.1764705882354,6965,311136,2,1,2,1,0.5294117647058824,96.05882352941177,0.11764705882352941,1,1,1,88,924,10.5,261489,2971.465909090909,59,0.6704545454545454,38,13,87,1,0.6704545454545454,0.95,1.0114942528735633,4.0,35.25,59.0,37.25,4.333333333333333,4.0,0.0,1.0,1.0,0.25,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20,0,133,13,13,0,31390,2414.6153846153848,12338,376680,3,1,2,1,0.15384615384615385,69.61538461538461,0.0,1,1,2,51,477,9.352941176470589,148106,2904.0392156862745,25,0.49019607843137253,28,5,48,17,0.49019607843137253,0.7,1.0625,2.0,15.0,27.0,98.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,118.0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9,0,673,9,7,2,9420,1046.6666666666667,5771,113040,3,1,2,1,0.5555555555555556,364.6666666666667,0.2222222222222222,1,1,2,39,439,11.256410256410257,120226,3082.7179487179487,17,0.4358974358974359,25,3,38,7,0.4358974358974359,0.625,1.0263157894736843,3.0,37.0,64.0,69.66666666666667,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,90.0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
8,1,122,12,11,1,12116,1009.6666666666666,3184,145392,1,1,2,1,0.5833333333333334,65.58333333333333,0.08333333333333333,1,1,0,58,565,9.741379310344827,187525,3233.189655172414,38,0.6551724137931034,33,5,55,1,0.6551724137931034,0.825,1.0545454545454545,6.0,28.5,49.0,78.83333333333333,4.5,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,False,False,81.0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
41,0,609,12,11,1,22673,1889.4166666666667,8159,272076,1,0,5,1,0.4166666666666667,365.5,0.08333333333333333,1,0,1,48,464,9.666666666666666,150051,3126.0625,25,0.5208333333333334,29,5,46,13,0.5208333333333334,0.725,1.0434782608695652,6.0,26.833333333333332,43.0,80.5,3.5,3.0,0.0,3.0,1.0,0.5,0.0,0.0,4.0,1.0,0.0,0.0,False,False,False,264.0,0,1,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
33,0,97,5,4,1,3498,699.6,1617,41976,0,0,1,1,0.2,67.4,0.2,0,0,0,29,295,10.172413793103448,102452,3532.8275862068967,22,0.7586206896551724,18,3,27,18,0.7586206896551724,0.45,1.0740740740740742,4.0,17.0,41.0,65.25,3.75,3.0,0.0,1.0,0.0,0.25,0.0,0.0,1.0,3.0,113.84,37.946666666666665,True,True,True,28.0,2,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
5,1,196,13,11,2,32477,2498.230769230769,11741,389724,0,0,2,1,0.46153846153846156,94.6923076923077,0.15384615384615385,0,0,0,70,729,10.414285714285715,220382,3148.3142857142857,45,0.6428571428571429,33,8,69,7,0.6428571428571429,0.825,1.0144927536231885,5.0,30.2,56.0,102.6,5.0,5.0,0.0,2.0,1.0,0.4,0.0,0.0,3.0,0.0,0.0,0.0,False,False,False,0.0,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
46,0,410,10,10,0,41116,4111.6,13930,493392,1,0,0,1,0.4,281.7,0.0,1,0,1,50,511,10.22,173162,3463.24,35,0.7,34,5,49,18,0.7,0.85,1.0204081632653061,5.0,39.4,68.0,62.6,4.0,3.0,0.0,3.0,2.0,0.6,0.0,0.0,5.0,1.0,0.0,0.0,False,False,False,97.0,2,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
8,0,71,12,11,1,23919,1993.25,7164,287028,3,4,0,1,0.3333333333333333,23.75,0.08333333333333333,1,1,-1,60,599,9.983333333333333,168143,2802.383333333333,33,0.55,29,5,55,2,0.55,0.725,1.0909090909090908,5.0,24.2,50.0,56.8,4.333333333333333,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,True,True,False,5.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
43,0,262,9,8,1,39201,4355.666666666667,9751,470412,2,0,2,1,0.5555555555555556,159.55555555555554,0.1111111111111111,1,0,2,56,565,10.089285714285714,159213,2843.089285714286,45,0.8035714285714286,28,5,55,10,0.8035714285714286,0.7,1.018181818181818,5.0,51.4,72.0,134.6,3.5,3.0,1.0,1.0,2.0,0.2,0.2,0.0,3.0,3.0,41.17,13.723333333333334,True,False,False,98.0,0,0,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,181,14,14,0,18807,1343.357142857143,6965,225684,1,1,3,1,0.5714285714285714,86.64285714285714,0.0,1,1,0,53,528,9.962264150943396,149124,2813.6603773584907,31,0.5849056603773585,32,6,50,5,0.5849056603773585,0.8,1.06,2.0,45.0,70.0,82.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,True,59.0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
18,1,661,11,9,2,27994,2544.909090909091,8955,335928,0,0,2,1,0.6363636363636364,319.6363636363636,0.18181818181818182,0,0,0,42,396,9.428571428571429,123655,2944.1666666666665,26,0.6190476190476191,27,7,40,16,0.6190476190476191,0.675,1.05,4.0,29.5,67.0,135.5,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,False,False,False,347.0,1,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
21,1,175,13,12,1,27803,2138.6923076923076,12537,333636,1,0,1,1,0.46153846153846156,85.15384615384616,0.07692307692307693,1,0,1,70,692,9.885714285714286,196300,2804.285714285714,25,0.35714285714285715,34,6,67,7,0.35714285714285715,0.85,1.044776119402985,5.0,35.4,70.0,63.0,4.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
15,0,48,6,5,1,10669,1778.1666666666667,6965,128028,1,0,0,1,0.5,16.0,0.16666666666666666,1,0,1,37,393,10.621621621621621,117237,3168.5675675675675,13,0.35135135135135137,27,2,36,14,0.35135135135135137,0.675,1.0277777777777777,2.0,15.5,27.0,103.0,4.0,4.0,0.0,1.0,1.0,0.5,0.0,0.0,2.0,1.0,0.0,0.0,False,False,False,7.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
5,0,461,12,11,1,19725,1643.75,9950,236700,0,1,2,1,0.5,232.08333333333334,0.08333333333333333,0,1,-1,58,597,10.293103448275861,196701,3391.396551724138,22,0.3793103448275862,30,3,56,17,0.3793103448275862,0.75,1.0357142857142858,4.0,33.5,71.0,156.5,4.0,3.0,0.0,1.0,1.0,0.25,0.0,0.0,2.0,2.0,27.92,13.96,False,False,False,119.0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7,0,453,12,12,0,11567,963.9166666666666,4378,138804,1,0,2,1,0.5833333333333334,277.8333333333333,0.0,1,0,1,54,545,10.092592592592593,183399,3396.277777777778,43,0.7962962962962963,27,1,54,7,0.7962962962962963,0.675,1.0,1.0,72.0,72.0,105.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,198.0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37,0,28,15,14,1,53976,3598.4,7363,647712,2,0,2,1,0.3333333333333333,15.0,0.06666666666666667,1,0,2,69,689,9.985507246376812,206138,2987.5072463768115,61,0.8840579710144928,34,6,66,3,0.8840579710144928,0.85,1.0454545454545454,2.0,39.0,53.0,167.0,5.0,5.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,0.0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,637,8,7,1,14402,1800.25,5572,172824,0,0,1,1,0.375,453.625,0.125,0,0,0,37,366,9.891891891891891,118465,3201.7567567567567,20,0.5405405405405406,23,7,36,2,0.5405405405405406,0.575,1.0277777777777777,3.0,17.666666666666668,36.0,120.66666666666667,4.0,4.0,0.0,1.0,2.0,0.3333333333333333,0.0,0.0,3.0,0.0,0.0,0.0,False,False,False,0.0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5,0,390,12,11,1,8504,708.6666666666666,5174,102048,0,0,3,1,0.5,188.91666666666666,0.08333333333333333,0,0,0,59,581,9.847457627118644,181056,3068.7457627118642,30,0.5084745762711864,32,10,57,9,0.5084745762711864,0.8,1.0350877192982457,3.0,36.666666666666664,61.0,51.666666666666664,3.0,3.0,0.0,1.0,2.0,0.3333333333333333,0.0,0.0,3.0,1.0,0.0,0.0,False,False,True,283.0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
44,0,279,14,13,1,32956,2354.0,8756,395472,0,0,3,1,0.7142857142857143,195.71428571428572,0.07142857142857142,0,0,0,72,684,9.5,219304,3045.8888888888887,28,0.3888888888888889,31,5,68,6,0.3888888888888889,0.775,1.0588235294117647,3.0,17.333333333333332,37.0,84.66666666666667,4.5,4.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,2.0,1.0,0.0,0.0,False,False,False,246.0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13,0,617,12,12,0,11567,963.9166666666666,5635,138804,1,1,4,1,0.5833333333333334,329.5833333333333,0.0,1,1,0,54,511,9.462962962962964,150876,2794.0,33,0.6111111111111112,31,6,50,6,0.6111111111111112,0.775,1.08,4.0,33.75,57.0,98.25,3.0,3.0,0.0,1.0,1.0,0.25,0.0,0.0,2.0,4.0,23.52,5.88,True,True,False,50.0,2,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,0,695,9,6,3,25813,2868.1111111111113,11940,309756,1,0,1,1,0.5555555555555556,363.55555555555554,0.3333333333333333,1,0,1,45,451,10.022222222222222,151460,3365.777777777778,28,0.6222222222222222,25,4,43,20,0.6222222222222222,0.625,1.0465116279069768,1.0,51.0,51.0,128.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,0.0,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,601,8,7,1,3511,438.875,2786,42132,1,0,3,1,0.5,432.125,0.125,1,0,1,53,538,10.150943396226415,158701,2994.3584905660377,31,0.5849056603773585,29,6,50,21,0.5849056603773585,0.725,1.06,8.0,41.25,70.0,59.75,3.3333333333333335,3.0,1.0,1.0,0.0,0.125,0.125,0.0,1.0,4.0,66.37,16.5925,True,False,True,53.0,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
56,0,516,10,10,0,36456,3645.6,11144,437472,2,1,1,1,0.4,280.2,0.0,1,1,1,44,455,10.340909090909092,124429,2827.931818181818,21,0.4772727272727273,27,8,43,1,0.4772727272727273,0.675,1.0232558139534884,3.0,37.333333333333336,61.0,74.0,4.5,4.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,2.0,1.0,0.0,0.0,True,False,False,112.0,2,1,3,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9,1,315,10,8,2,13532,1353.2,4577,162384,2,0,4,1,0.6,151.2,0.2,1,0,2,33,335,10.151515151515152,96672,2929.4545454545455,17,0.5151515151515151,22,2,33,24,0.5151515151515151,0.55,1.0,4.0,28.5,66.0,61.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,0.0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11,0,550,19,17,2,34782,1830.6315789473683,7562,417384,2,0,2,1,0.47368421052631576,288.2105263157895,0.10526315789473684,1,0,2,98,993,10.13265306122449,281986,2877.408163265306,45,0.45918367346938777,40,15,88,6,0.45918367346938777,1.0,1.1136363636363635,3.0,35.666666666666664,61.0,128.33333333333334,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,122.11,122.11,False,False,False,146.0,1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
38,0,46,8,6,2,12312,1539.0,7562,147744,2,1,2,1,0.625,25.0,0.25,1,1,1,47,461,9.808510638297872,147051,3128.744680851064,32,0.6808510638297872,28,5,47,3,0.6808510638297872,0.7,1.0,3.0,26.666666666666668,46.0,107.33333333333333,4.0,4.0,0.0,2.0,1.0,0.6666666666666666,0.0,0.0,3.0,2.0,8.92,4.46,True,False,False,13.0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
38,0,692,8,8,0,19604,2450.5,9154,235248,0,0,2,1,0.375,294.0,0.0,0,0,0,38,373,9.81578947368421,114563,3014.815789473684,16,0.42105263157894735,25,1,37,12,0.42105263157894735,0.625,1.027027027027027,1.0,36.0,36.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,False,True,145.0,1,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
16,0,419,16,12,4,27506,1719.125,6965,330072,2,1,2,1,0.5,185.75,0.25,1,1,1,71,696,9.80281690140845,186928,2632.788732394366,26,0.36619718309859156,37,7,70,4,0.36619718309859156,0.925,1.0142857142857142,3.0,42.333333333333336,60.0,118.0,3.0,3.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,2.0,0.0,0.0,False,False,False,5.0,1,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
16,1,395,9,8,1,23324,2591.5555555555557,10945,279888,1,0,1,1,0.4444444444444444,175.44444444444446,0.1111111111111111,1,0,1,39,402,10.307692307692308,114217,2928.641025641026,17,0.4358974358974359,25,3,39,6,0.4358974358974359,0.625,1.0,7.0,30.571428571428573,69.0,94.71428571428571,3.6666666666666665,3.0,0.0,3.0,1.0,0.42857142857142855,0.0,0.0,4.0,1.0,0.0,0.0,False,False,False,390.0,1,2,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
92,1,75,12,11,1,69184,5765.333333333333,18308,830208,0,0,4,1,0.5,29.583333333333332,0.08333333333333333,0,0,0,61,626,10.262295081967213,185229,3036.5409836065573,29,0.47540983606557374,34,10,59,28,0.47540983606557374,0.85,1.0338983050847457,6.0,39.833333333333336,66.0,82.5,3.5,3.0,0.0,2.0,1.0,0.3333333333333333,0.0,0.0,3.0,0.0,0.0,0.0,False,False,False,0.0,1,2,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
41,0,703,7,7,0,21894,3127.714285714286,8159,262728,2,0,1,1,0.14285714285714285,329.2857142857143,0.0,1,0,2,40,404,10.1,115260,2881.5,16,0.4,23,0,40,6,0.4,0.575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0,2,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24,0,137,8,7,1,12617,1577.125,6027,151404,0,0,1,1,0.125,64.25,0.125,0,0,0,44,438,9.954545454545455,156949,3567.0227272727275,22,0.5,28,2,43,17,0.5,0.7,1.0232558139534884,5.0,33.2,56.0,50.4,3.75,3.0,1.0,0.0,1.0,0.0,0.2,0.0,1.0,3.0,0.0,0.0,False,False,False,21.0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
33,0,378,9,8,1,10692,1188.0,6567,128304,0,0,3,1,0.4444444444444444,161.55555555555554,0.1111111111111111,0,0,0,46,449,9.76086956521739,138265,3005.7608695652175,28,0.6086956521739131,31,7,45,9,0.6086956521739131,0.775,1.0222222222222221,3.0,35.333333333333336,52.0,65.33333333333333,4.333333333333333,3.0,0.0,2.0,0.0,0.6666666666666666,0.0,0.0,2.0,3.0,16.89,5.63,False,False,False,8.0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
48,0,337,14,12,2,58404,4171.714285714285,9552,700848,3,0,3,1,0.5,201.14285714285714,0.14285714285714285,1,0,3,59,585,9.915254237288135,162007,2745.8813559322034,24,0.4067796610169492,25,5,57,4,0.4067796610169492,0.625,1.0350877192982457,4.0,52.25,70.0,115.5,4.666666666666667,4.0,1.0,2.0,0.0,0.5,0.25,0.0,2.0,2.0,0.0,0.0,False,False,False,134.0,2,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32,0,285,5,5,0,16122,3224.4,6368,193464,0,1,1,1,0.6,137.0,0.0,0,1,-1,23,229,9.956521739130435,73603,3200.1304347826085,15,0.6521739130434783,17,3,21,4,0.6521739130434783,0.425,1.0952380952380953,6.0,42.666666666666664,68.0,116.0,4.666666666666667,4.0,0.0,2.0,2.0,0.3333333333333333,0.0,0.0,4.0,3.0,0.0,0.0,False,False,True,52.0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
31,0,45,12,9,3,35519,2959.9166666666665,7761,426228,1,2,1,1,0.4166666666666667,18.833333333333332,0.25,1,1,-1,60,609,10.15,191562,3192.7,30,0.5,33,9,59,10,0.5,0.825,1.0169491525423728,3.0,56.333333333333336,67.0,104.33333333333333,3.5,3.0,0.0,2.0,1.0,0.6666666666666666,0.0,0.0,3.0,1.0,0.0,0.0,False,False,False,6.0,2,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9,1,393,13,13,0,28701,2207.769230769231,13930,344412,1,1,4,1,0.38461538461538464,203.84615384615384,0.0,1,1,0,52,506,9.73076923076923,127878,2459.1923076923076,23,0.4423076923076923,27,7,51,17,0.4423076923076923,0.675,1.0196078431372548,4.0,44.75,65.0,53.5,4.5,4.0,0.0,3.0,1.0,0.75,0.0,0.0,4.0,0.0,0.0,0.0,False,False,False,0.0,2,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,424,8,7,1,22675,2834.375,15522,272100,2,0,1,1,0.25,203.75,0.125,1,0,2,38,370,9.736842105263158,115219,3032.0789473684213,21,0.5526315789473685,24,7,36,6,0.5526315789473685,0.6,1.0555555555555556,8.0,45.125,68.0,91.125,4.0,3.0,0.0,6.0,0.0,0.75,0.0,0.0,6.0,0.0,0.0,0.0,False,False,False,0.0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
6,0,319,13,11,2,14048,1080.6153846153845,5572,168576,1,2,2,1,0.5384615384615384,152.6153846153846,0.15384615384615385,1,1,-1,54,565,10.462962962962964,159394,2951.740740740741,20,0.37037037037037035,29,6,52,5,0.37037037037037035,0.725,1.0384615384615385,2.0,35.5,52.0,50.5,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,51,7,5,2,20497,2928.1428571428573,6368,245964,2,0,2,1,0.5714285714285714,19.857142857142858,0.2857142857142857,1,0,2,33,337,10.212121212121213,112966,3423.212121212121,16,0.48484848484848486,20,1,32,7,0.48484848484848486,0.5,1.03125,3.0,40.666666666666664,47.0,38.333333333333336,4.0,4.0,0.0,2.0,1.0,0.6666666666666666,0.0,0.0,3.0,0.0,0.0,0.0,False,False,False,0.0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
